timestamp,price,quantity,side
2025-05-04 17:36:38,94866.19000000,0.00038000,sell
2025-05-04 17:39:33,94936.75000000,0.00002000,buy
2025-05-04 17:40:08,94936.75000000,0.00002000,buy
2025-05-04 17:41:28,94978.83000000,0.00022000,buy
2025-05-04 17:45:02,94889.31000000,0.00030000,sell
2025-05-04 17:47:23,94889.30000000,0.00004000,sell
2025-05-04 17:49:17,94936.75000000,0.00002000,buy
2025-05-04 17:50:12,94936.75000000,0.00002000,buy
2025-05-04 17:50:12,95005.29000000,0.00027000,buy
2025-05-04 17:50:13,95005.25000000,0.00003000,buy
2025-05-04 17:50:15,95005.29000000,0.00008000,buy
2025-05-04 17:50:16,95005.29000000,0.00005000,buy
2025-05-04 17:50:18,95005.30000000,0.00007000,buy
2025-05-04 17:50:19,95005.30000000,0.00003000,buy
2025-05-04 17:52:22,95005.30000000,0.00003000,buy
2025-05-04 17:52:23,95005.30000000,0.00007000,buy
2025-05-04 17:52:24,95005.30000000,0.00003000,buy
2025-05-04 17:52:25,95005.30000000,0.00007000,buy
2025-05-04 17:52:26,95005.30000000,0.00007000,buy
2025-05-04 17:52:28,95005.30000000,0.00004000,buy
2025-05-04 17:52:47,95005.30000000,0.00190000,buy
2025-05-04 17:52:47,95047.50000000,0.01072000,buy
2025-05-04 17:54:02,95018.09000000,0.00275000,buy
2025-05-04 17:54:09,95010.41000000,0.00010000,buy
2025-05-04 18:00:02,95057.86000000,0.00157000,sell
2025-05-04 18:00:08,95010.41000000,0.00016000,sell
2025-05-04 18:00:08,95010.41000000,0.02105000,sell
2025-05-04 18:02:38,94973.73000000,0.00118000,sell
2025-05-04 18:02:49,94973.76000000,0.00048000,sell
2025-05-04 18:03:18,94984.77000000,0.00002000,buy
2025-05-04 18:04:02,94984.73000000,0.00024000,sell
2025-05-04 18:04:09,94984.73000000,0.00082000,sell
2025-05-04 18:04:24,94968.38000000,0.00002000,buy
2025-05-04 18:05:25,94889.30000000,0.33094000,sell
2025-05-04 18:05:26,94889.30000000,0.00093000,sell
2025-05-04 18:05:26,94889.30000000,0.16813000,sell
2025-05-04 18:05:26,94889.30000000,0.00004000,sell
2025-05-04 18:06:05,94856.35000000,0.00116000,sell
2025-05-04 18:06:05,94800.01000000,0.01054000,sell
2025-05-04 18:06:05,94800.00000000,0.00092000,sell
2025-05-04 18:06:05,94798.08000000,0.00155000,sell
2025-05-04 18:06:05,94788.86000000,0.00031000,sell
2025-05-04 18:06:05,94788.44000000,0.00129000,sell
2025-05-04 18:06:05,94787.54000000,0.00047000,sell
2025-05-04 18:06:05,94785.88000000,0.02301000,sell
2025-05-04 18:06:05,94785.88000000,0.01669000,sell
2025-05-04 18:06:05,94775.43000000,0.00158000,sell
2025-05-04 18:06:05,94770.93000000,0.00006000,sell
2025-05-04 18:06:05,94768.24000000,0.00096000,sell
2025-05-04 18:06:05,94755.63000000,0.00095000,sell
2025-05-04 18:06:05,94751.42000000,0.00007000,sell
2025-05-04 18:06:05,94747.63000000,0.00007000,sell
2025-05-04 18:06:05,94747.41000000,0.00028000,sell
2025-05-04 18:06:05,94744.00000000,0.00011000,sell
2025-05-04 18:06:05,94736.85000000,0.00028000,sell
2025-05-04 18:06:05,94718.41000000,0.00195000,sell
2025-05-04 18:06:05,94705.45000000,0.04861000,sell
2025-05-04 18:06:05,94705.44000000,0.00042000,sell
2025-05-04 18:06:05,94702.78000000,0.00007000,sell
2025-05-04 18:06:05,94674.78000000,0.00034000,sell
2025-05-04 18:06:05,94655.00000000,0.00250000,sell
2025-05-04 18:06:05,94647.07000000,0.00034000,sell
2025-05-04 18:06:05,94632.96000000,0.00007000,sell
2025-05-04 18:06:07,94718.70000000,0.00011000,buy
2025-05-04 18:06:08,94672.58000000,0.00069000,buy
2025-05-04 18:06:22,94672.58000000,0.00026000,buy
2025-05-04 18:06:23,94672.58000000,0.00013000,buy
2025-05-04 18:06:51,94672.58000000,0.01019000,buy
2025-05-04 18:07:15,94672.58000000,0.00105000,buy
2025-05-04 18:08:13,94672.58000000,0.08837000,buy
2025-05-04 18:08:19,94744.71000000,0.00105000,buy
2025-05-04 18:08:36,94768.89000000,0.00052000,buy
2025-05-04 18:11:02,94722.31000000,0.00002000,sell
2025-05-04 18:11:28,94752.66000000,0.00004000,buy
2025-05-04 18:11:30,94752.66000000,0.00003000,buy
2025-05-04 18:11:31,94750.17000000,0.00003000,buy
2025-05-04 18:11:35,94747.66000000,0.00002000,buy
2025-05-04 18:11:54,94703.02000000,0.00009000,sell
2025-05-04 18:16:20,94746.39000000,0.00007000,buy
2025-05-04 18:19:00,94722.24000000,0.01582000,buy
2025-05-04 18:19:00,94722.25000000,0.01500000,buy
2025-05-04 18:19:00,94747.36000000,0.02200000,buy
2025-05-04 18:20:24,94652.57000000,0.00135000,buy
2025-05-04 18:21:14,94635.64000000,0.00019000,buy
2025-05-04 18:23:34,94620.02000000,0.00006000,sell
2025-05-04 18:23:36,94620.03000000,0.00021000,buy
2025-05-04 18:23:38,94620.02000000,0.00001000,sell
2025-05-04 18:23:40,94608.81000000,0.00003000,buy
2025-05-04 18:23:53,94608.80000000,0.00070000,sell
2025-05-04 18:26:14,94620.02000000,0.00106000,sell
2025-05-04 18:27:07,94601.55000000,0.00025000,sell
